beneficiary_id,district,name,land_area_ha,primary_crop,income_category,aadhaar_verified,status,fund_amount_inr,enrollment_month,anomaly_flag
UK005092,Udham Singh Nagar,Farmer_5092,1.82,Potato,3,1,Verified,13400,2024-11,0
UK005093,Udham Singh Nagar,Farmer_5093,0.74,Apple,3,0,Pending,11300,2024-04,0
UK005094,Udham Singh Nagar,Farmer_5094,1.71,Apple,3,1,Verified,13500,2024-10,0
UK005095,Udham Singh Nagar,Farmer_5095,1.33,Lentil,3,1,Verified,13100,2024-09,0
UK005096,Udham Singh Nagar,Farmer_5096,1.41,Maize,3,1,Verified,13000,2024-07,0
UK005097,Udham Singh Nagar,Farmer_5097,1.0,Lentil,3,1,Verified,11200,2024-09,0
UK005098,Udham Singh Nagar,Farmer_5098,1.28,Mustard,3,0,Rejected,11400,2024-05,0
UK005099,Udham Singh Nagar,Farmer_5099,1.64,Maize,3,1,Verified,15300,2024-04,0
UK005100,Udham Singh Nagar,Farmer_5100,1.42,Mustard,3,0,Rejected,12500,2024-12,0
UK005101,Udham Singh Nagar,Farmer_5101,0.97,Soybean,3,1,Pending,12300,2024-05,0
UK005102,Udham Singh Nagar,Farmer_5102,1.34,Wheat,3,1,Verified,12000,2024-07,0
UK005103,Udham Singh Nagar,Farmer_5103,1.24,Apple,3,1,Verified,12600,2024-07,0
UK005104,Udham Singh Nagar,Farmer_5104,0.81,Potato,3,1,Pending,9400,2024-08,0
UK005105,Udham Singh Nagar,Farmer_5105,0.99,Wheat,3,1,Verified,10500,2024-09,0
UK005106,Udham Singh Nagar,Farmer_5106,1.38,Mustard,3,1,Verified,14300,2024-09,0
UK005107,Udham Singh Nagar,Farmer_5107,1.15,Wheat,3,0,Pending,12900,2024-09,0
UK005108,Udham Singh Nagar,Farmer_5108,1.39,Soybean,3,1,Verified,14100,2024-04,0
UK005109,Udham Singh Nagar,Farmer_5109,1.0,Lentil,3,1,Verified,11100,2024-09,0
UK005110,Udham Singh Nagar,Farmer_5110,1.28,Maize,3,1,Verified,13500,2024-09,0
UK005111,Udham Singh Nagar,Farmer_5111,1.14,Maize,3,1,Pending,13500,2024-12,0
UK005112,Udham Singh Nagar,Farmer_5112,1.27,Rice,3,0,Pending,11400,2024-12,0
UK005113,Udham Singh Nagar,Farmer_5113,1.02,Apple,3,1,Verified,11700,2024-10,0
UK005114,Udham Singh Nagar,Farmer_5114,1.42,Lentil,3,1,Verified,14600,2024-11,0
UK005115,Udham Singh Nagar,Farmer_5115,0.96,Lentil,3,1,Verified,10800,2024-08,0
UK005116,Udham Singh Nagar,Farmer_5116,1.29,Soybean,3,1,Verified,13400,2024-08,0
UK005117,Udham Singh Nagar,Farmer_5117,1.44,Maize,3,1,Verified,12000,2024-05,0
UK005118,Udham Singh Nagar,Farmer_5118,1.05,Rice,3,1,Verified,11100,2024-11,0
UK005119,Udham Singh Nagar,Farmer_5119,1.35,Maize,3,1,Verified,13500,2024-12,0
UK005120,Udham Singh Nagar,Farmer_5120,1.08,Soybean,3,1,Verified,10300,2024-08,0
UK005121,Udham Singh Nagar,Farmer_5121,1.24,Lentil,3,1,Verified,12100,2024-06,0
UK005122,Udham Singh Nagar,Farmer_5122,1.1,Rice,3,1,Verified,12900,2024-05,0
UK005123,Udham Singh Nagar,Farmer_5123,1.1,Potato,3,1,Verified,11300,2024-10,0
UK005124,Udham Singh Nagar,Farmer_5124,1.4,Apple,3,1,Verified,12200,2024-10,0
UK005125,Udham Singh Nagar,Farmer_5125,1.05,Lentil,3,1,Verified,13200,2024-07,0
UK005126,Udham Singh Nagar,Farmer_5126,1.48,Wheat,3,1,Verified,12600,2024-07,0
UK005127,Udham Singh Nagar,Farmer_5127,1.49,Lentil,3,1,Verified,14600,2024-07,0
UK005128,Udham Singh Nagar,Farmer_5128,1.73,Apple,3,1,Verified,14700,2024-11,0
UK005129,Udham Singh Nagar,Farmer_5129,1.42,Potato,3,1,Verified,14100,2024-12,0
UK005130,Udham Singh Nagar,Farmer_5130,1.23,Maize,3,1,Verified,11900,2024-11,0
UK005131,Udham Singh Nagar,Farmer_5131,1.02,Potato,3,1,Verified,12100,2024-10,0
UK005132,Udham Singh Nagar,Farmer_5132,1.17,Rice,3,1,Verified,13800,2024-12,0
UK005133,Udham Singh Nagar,Farmer_5133,1.34,Potato,3,1,Verified,10800,2024-12,0
UK005134,Udham Singh Nagar,Farmer_5134,1.14,Apple,3,1,Verified,11800,2024-07,0
UK005135,Udham Singh Nagar,Farmer_5135,1.38,Lentil,3,1,Verified,11300,2024-11,0
UK005136,Udham Singh Nagar,Farmer_5136,1.01,Potato,3,1,Verified,11200,2024-08,0
UK005137,Udham Singh Nagar,Farmer_5137,1.3,Lentil,3,1,Verified,13000,2024-04,0
UK005138,Udham Singh Nagar,Farmer_5138,1.44,Potato,3,1,Verified,13600,2024-10,0
UK005139,Udham Singh Nagar,Farmer_5139,1.53,Mustard,3,1,Verified,15100,2024-10,0
UK005140,Udham Singh Nagar,Farmer_5140,1.57,Potato,3,1,Verified,11900,2024-05,0
UK005141,Udham Singh Nagar,Farmer_5141,1.19,Apple,3,1,Verified,12000,2024-10,0
UK005142,Udham Singh Nagar,Farmer_5142,0.85,Maize,3,1,Verified,10500,2024-12,0
UK005143,Udham Singh Nagar,Farmer_5143,1.81,Apple,3,1,Verified,15300,2024-09,0
UK005144,Udham Singh Nagar,Farmer_5144,1.24,Mustard,3,1,Verified,11400,2024-12,0
UK005145,Udham Singh Nagar,Farmer_5145,1.07,Apple,3,1,Verified,10500,2024-12,0
UK005146,Udham Singh Nagar,Farmer_5146,1.3,Lentil,3,0,Pending,12200,2024-06,0
UK005147,Udham Singh Nagar,Farmer_5147,1.01,Potato,3,1,Verified,12400,2024-08,0
UK005148,Udham Singh Nagar,Farmer_5148,1.51,Wheat,3,1,Verified,14600,2024-11,0
UK005149,Udham Singh Nagar,Farmer_5149,1.36,Rice,3,1,Verified,11100,2024-12,0
UK005150,Udham Singh Nagar,Farmer_5150,0.98,Apple,3,1,Verified,10200,2024-05,0
UK005151,Udham Singh Nagar,Farmer_5151,1.28,Potato,3,1,Verified,11900,2024-06,0
UK005152,Udham Singh Nagar,Farmer_5152,1.41,Lentil,3,1,Verified,13400,2024-08,0
UK005153,Udham Singh Nagar,Farmer_5153,1.32,Apple,3,1,Verified,11800,2024-11,0
UK005154,Udham Singh Nagar,Farmer_5154,0.88,Apple,3,1,Verified,12000,2024-10,0
UK005155,Udham Singh Nagar,Farmer_5155,1.35,Apple,3,1,Verified,13600,2024-08,0
UK005156,Udham Singh Nagar,Farmer_5156,1.31,Mustard,3,1,Verified,11500,2024-08,0
UK005157,Udham Singh Nagar,Farmer_5157,0.94,Rice,3,1,Verified,12500,2024-09,0
UK005158,Udham Singh Nagar,Farmer_5158,1.22,Maize,3,1,Verified,13100,2024-06,0
UK005159,Udham Singh Nagar,Farmer_5159,1.27,Wheat,3,1,Verified,12100,2024-11,0
UK005160,Udham Singh Nagar,Farmer_5160,1.64,Mustard,3,0,Pending,15200,2024-08,0
UK005161,Udham Singh Nagar,Farmer_5161,1.17,Wheat,3,1,Verified,10700,2024-04,0
UK005162,Udham Singh Nagar,Farmer_5162,1.33,Potato,3,0,Pending,12500,2024-11,0
UK005163,Udham Singh Nagar,Farmer_5163,1.48,Rice,3,1,Verified,13900,2024-08,0
UK005164,Udham Singh Nagar,Farmer_5164,1.25,Maize,3,1,Verified,14000,2024-09,0
UK005165,Udham Singh Nagar,Farmer_5165,1.05,Rice,3,1,Verified,11100,2024-07,0
UK005166,Udham Singh Nagar,Farmer_5166,1.3,Soybean,3,1,Verified,11000,2024-08,0
UK005167,Udham Singh Nagar,Farmer_5167,1.47,Mustard,3,1,Verified,11800,2024-09,0
UK005168,Udham Singh Nagar,Farmer_5168,1.13,Apple,3,1,Verified,11400,2024-09,0
UK005169,Udham Singh Nagar,Farmer_5169,1.37,Apple,3,1,Verified,13700,2024-11,0
UK005170,Udham Singh Nagar,Farmer_5170,0.89,Soybean,3,1,Verified,12500,2024-09,0
UK005171,Udham Singh Nagar,Farmer_5171,1.24,Potato,3,1,Verified,13400,2024-05,0
UK005172,Udham Singh Nagar,Farmer_5172,1.34,Mustard,3,1,Verified,13600,2024-07,0
UK005173,Udham Singh Nagar,Farmer_5173,1.51,Wheat,3,1,Verified,11400,2024-08,0
UK005174,Udham Singh Nagar,Farmer_5174,1.25,Lentil,3,1,Verified,12900,2024-11,0
UK005175,Udham Singh Nagar,Farmer_5175,1.26,Soybean,3,1,Verified,14200,2024-07,0
UK005176,Udham Singh Nagar,Farmer_5176,1.01,Apple,3,1,Verified,11800,2024-09,0
UK005177,Udham Singh Nagar,Farmer_5177,1.13,Potato,3,0,Rejected,12700,2024-09,0
UK005178,Udham Singh Nagar,Farmer_5178,1.28,Rice,3,1,Verified,10700,2024-11,0
UK005179,Udham Singh Nagar,Farmer_5179,1.26,Soybean,3,1,Verified,12800,2024-09,0
UK005180,Udham Singh Nagar,Farmer_5180,1.33,Wheat,3,1,Verified,12400,2024-05,0
UK005181,Udham Singh Nagar,Farmer_5181,1.06,Potato,3,1,Verified,11700,2024-04,0
UK005182,Udham Singh Nagar,Farmer_5182,1.52,Maize,3,1,Verified,12600,2024-12,0
UK005183,Udham Singh Nagar,Farmer_5183,0.99,Rice,3,1,Verified,11700,2024-09,0
UK005184,Udham Singh Nagar,Farmer_5184,1.53,Lentil,3,1,Verified,13000,2024-11,0
UK005185,Udham Singh Nagar,Farmer_5185,1.74,Soybean,3,1,Verified,13500,2024-07,0
UK005186,Udham Singh Nagar,Farmer_5186,1.3,Apple,3,1,Verified,12900,2024-12,0
UK005187,Udham Singh Nagar,Farmer_5187,1.42,Mustard,3,1,Verified,14100,2024-08,0
UK005188,Udham Singh Nagar,Farmer_5188,1.35,Mustard,3,1,Pending,13900,2024-09,0
UK005189,Udham Singh Nagar,Farmer_5189,1.44,Soybean,3,1,Verified,11700,2024-08,0
UK005190,Udham Singh Nagar,Farmer_5190,1.37,Mustard,3,1,Verified,12400,2024-10,0
UK005191,Udham Singh Nagar,Farmer_5191,1.34,Lentil,3,1,Verified,13700,2024-11,0
UK005192,Udham Singh Nagar,Farmer_5192,1.58,Potato,3,0,Pending,15400,2024-12,0
UK005193,Udham Singh Nagar,Farmer_5193,1.67,Wheat,3,1,Verified,14600,2024-11,0
UK005194,Udham Singh Nagar,Farmer_5194,1.24,Apple,3,1,Verified,13600,2024-10,0
UK005195,Udham Singh Nagar,Farmer_5195,1.57,Maize,3,1,Verified,12200,2024-09,0
UK005196,Udham Singh Nagar,Farmer_5196,1.68,Lentil,3,0,Rejected,15500,2024-07,0
UK005197,Udham Singh Nagar,Farmer_5197,1.14,Rice,3,1,Verified,13400,2024-06,0
UK005198,Udham Singh Nagar,Farmer_5198,1.19,Lentil,3,1,Verified,13800,2024-10,0
UK005199,Udham Singh Nagar,Farmer_5199,1.44,Mustard,3,1,Verified,11400,2024-06,0
UK005200,Udham Singh Nagar,Farmer_5200,0.95,Maize,3,1,Verified,12600,2024-09,0
UK005201,Udham Singh Nagar,Farmer_5201,1.4,Soybean,3,1,Verified,13200,2024-12,0
UK005202,Udham Singh Nagar,Farmer_5202,1.36,Apple,3,0,Rejected,12400,2024-08,0
UK005203,Udham Singh Nagar,Farmer_5203,1.03,Potato,3,1,Verified,13000,2024-10,0
UK005204,Udham Singh Nagar,Farmer_5204,1.89,Maize,3,1,Verified,15400,2024-09,0
UK005205,Udham Singh Nagar,Farmer_5205,1.28,Rice,3,1,Verified,13100,2024-12,0
UK005206,Udham Singh Nagar,Farmer_5206,1.4,Apple,3,1,Verified,11800,2024-05,0
UK005207,Udham Singh Nagar,Farmer_5207,1.55,Apple,3,1,Pending,11600,2024-06,0
UK005208,Udham Singh Nagar,Farmer_5208,1.9,Rice,3,1,Verified,14400,2024-07,0
UK005209,Udham Singh Nagar,Farmer_5209,1.11,Rice,3,0,Pending,12900,2024-12,0
UK005210,Udham Singh Nagar,Farmer_5210,1.39,Rice,3,1,Verified,12400,2024-08,0
UK005211,Udham Singh Nagar,Farmer_5211,1.4,Mustard,3,1,Verified,11900,2024-07,0
UK005212,Udham Singh Nagar,Farmer_5212,1.32,Wheat,3,1,Verified,11100,2024-05,0
UK005213,Udham Singh Nagar,Farmer_5213,0.77,Wheat,3,1,Verified,9100,2024-07,0
UK005214,Udham Singh Nagar,Farmer_5214,1.16,Lentil,3,1,Verified,11900,2024-08,0
UK005215,Udham Singh Nagar,Farmer_5215,1.3,Lentil,3,1,Verified,12300,2024-11,0
UK005216,Udham Singh Nagar,Farmer_5216,1.26,Mustard,3,0,Rejected,12000,2024-11,0
UK005217,Udham Singh Nagar,Farmer_5217,1.1,Soybean,3,1,Verified,12300,2024-05,0
UK005218,Udham Singh Nagar,Farmer_5218,1.51,Rice,3,1,Verified,11900,2024-11,0
UK005219,Udham Singh Nagar,Farmer_5219,1.0,Wheat,3,1,Verified,10100,2024-08,0
UK005220,Udham Singh Nagar,Farmer_5220,1.26,Mustard,3,1,Verified,11400,2024-04,0
UK005221,Udham Singh Nagar,Farmer_5221,1.55,Apple,3,1,Verified,12400,2024-10,0
UK005222,Udham Singh Nagar,Farmer_5222,1.71,Potato,3,1,Verified,14400,2024-05,0
UK005223,Udham Singh Nagar,Farmer_5223,1.69,Mustard,3,1,Verified,13400,2024-04,0
UK005224,Udham Singh Nagar,Farmer_5224,1.39,Wheat,3,0,Pending,13400,2024-11,0
UK005225,Udham Singh Nagar,Farmer_5225,1.65,Soybean,3,1,Verified,12200,2024-04,0
UK005226,Udham Singh Nagar,Farmer_5226,0.49,Apple,3,1,Verified,9900,2024-12,0
UK005227,Udham Singh Nagar,Farmer_5227,1.44,Lentil,3,1,Verified,14800,2024-11,0
UK005228,Udham Singh Nagar,Farmer_5228,1.29,Maize,3,1,Verified,14200,2024-05,0
UK005229,Udham Singh Nagar,Farmer_5229,1.47,Lentil,3,0,Pending,14300,2024-06,0
UK005230,Udham Singh Nagar,Farmer_5230,1.38,Wheat,3,1,Verified,11600,2024-06,0
UK005231,Udham Singh Nagar,Farmer_5231,1.26,Soybean,3,1,Verified,13500,2024-09,0
UK005232,Udham Singh Nagar,Farmer_5232,0.88,Maize,3,1,Verified,10100,2024-07,0
UK005233,Udham Singh Nagar,Farmer_5233,0.9,Potato,3,0,Rejected,11800,2024-07,0
UK005234,Udham Singh Nagar,Farmer_5234,1.18,Rice,3,1,Verified,11800,2024-04,0
UK005235,Udham Singh Nagar,Farmer_5235,1.47,Rice,3,1,Verified,12400,2024-11,0
UK005236,Udham Singh Nagar,Farmer_5236,1.15,Lentil,3,1,Pending,13000,2024-07,0
UK005237,Udham Singh Nagar,Farmer_5237,1.59,Potato,3,1,Verified,15200,2024-04,0
UK005238,Udham Singh Nagar,Farmer_5238,1.01,Maize,3,1,Verified,10700,2024-12,0
UK005239,Udham Singh Nagar,Farmer_5239,1.15,Soybean,3,1,Verified,13600,2024-04,0
UK005240,Udham Singh Nagar,Farmer_5240,1.56,Soybean,3,1,Verified,13400,2024-05,0
UK005241,Udham Singh Nagar,Farmer_5241,1.54,Mustard,3,1,Verified,12800,2024-04,0
UK005242,Udham Singh Nagar,Farmer_5242,1.0,Wheat,3,1,Verified,10000,2024-08,0
UK005243,Udham Singh Nagar,Farmer_5243,1.52,Apple,3,1,Verified,15200,2024-05,0
UK005244,Udham Singh Nagar,Farmer_5244,1.2,Mustard,3,1,Verified,12500,2024-12,0
UK005245,Udham Singh Nagar,Farmer_5245,1.0,Rice,3,1,Verified,11300,2024-12,0
UK005246,Udham Singh Nagar,Farmer_5246,1.4,Soybean,3,1,Verified,14300,2024-11,0
UK005247,Udham Singh Nagar,Farmer_5247,1.53,Mustard,3,1,Verified,12700,2024-08,0
UK005248,Udham Singh Nagar,Farmer_5248,1.39,Soybean,3,1,Pending,14200,2024-07,0
UK005249,Udham Singh Nagar,Farmer_5249,1.32,Maize,3,1,Verified,12900,2024-08,0
UK005250,Udham Singh Nagar,Farmer_5250,1.48,Soybean,3,1,Verified,14800,2024-09,0
UK005251,Udham Singh Nagar,Farmer_5251,1.46,Apple,3,0,Rejected,14200,2024-05,0
UK005252,Udham Singh Nagar,Farmer_5252,1.18,Potato,3,1,Verified,13400,2024-12,0
UK005253,Udham Singh Nagar,Farmer_5253,1.08,Mustard,3,1,Verified,11900,2024-05,0
UK005254,Udham Singh Nagar,Farmer_5254,0.62,Lentil,3,0,Rejected,11300,2024-04,0
UK005255,Udham Singh Nagar,Farmer_5255,1.34,Apple,3,1,Verified,13800,2024-08,0
UK005256,Udham Singh Nagar,Farmer_5256,1.37,Rice,3,1,Verified,11300,2024-05,0
UK005257,Udham Singh Nagar,Farmer_5257,1.58,Potato,3,1,Verified,13000,2024-11,0
UK005258,Udham Singh Nagar,Farmer_5258,1.29,Apple,3,1,Verified,11900,2024-10,0
UK005259,Udham Singh Nagar,Farmer_5259,1.05,Maize,3,1,Verified,12300,2024-10,0
UK005260,Udham Singh Nagar,Farmer_5260,1.19,Apple,3,1,Verified,13800,2024-08,0
UK005261,Udham Singh Nagar,Farmer_5261,1.32,Potato,3,1,Verified,12700,2024-10,0
UK005262,Udham Singh Nagar,Farmer_5262,0.97,Lentil,3,1,Verified,12600,2024-04,0
UK005263,Udham Singh Nagar,Farmer_5263,1.02,Lentil,3,1,Verified,10600,2024-05,0
UK005264,Udham Singh Nagar,Farmer_5264,1.12,Lentil,3,1,Verified,11800,2024-12,0
UK005265,Udham Singh Nagar,Farmer_5265,1.64,Soybean,3,1,Verified,14100,2024-11,0
UK005266,Udham Singh Nagar,Farmer_5266,0.91,Mustard,3,1,Verified,10000,2024-10,0
UK005267,Udham Singh Nagar,Farmer_5267,1.14,Soybean,3,1,Verified,12600,2024-05,0
UK005268,Udham Singh Nagar,Farmer_5268,1.33,Soybean,3,1,Verified,14500,2024-07,0
UK005269,Udham Singh Nagar,Farmer_5269,1.05,Maize,3,1,Verified,11300,2024-04,0
UK005270,Udham Singh Nagar,Farmer_5270,1.21,Maize,3,0,Pending,11100,2024-08,0
UK005271,Udham Singh Nagar,Farmer_5271,1.31,Maize,3,1,Verified,13000,2024-07,0
UK005272,Udham Singh Nagar,Farmer_5272,1.22,Potato,3,1,Pending,11800,2024-08,0
UK005273,Udham Singh Nagar,Farmer_5273,1.66,Lentil,3,1,Verified,14700,2024-08,0
UK005274,Udham Singh Nagar,Farmer_5274,1.0,Wheat,3,1,Verified,11900,2024-10,0
UK005275,Udham Singh Nagar,Farmer_5275,1.4,Lentil,3,1,Verified,14000,2024-09,0
UK005276,Udham Singh Nagar,Farmer_5276,1.55,Rice,3,1,Verified,13400,2024-06,0
UK005277,Udham Singh Nagar,Farmer_5277,1.28,Lentil,3,1,Verified,11600,2024-08,0
UK005278,Udham Singh Nagar,Farmer_5278,1.22,Apple,3,1,Pending,12400,2024-08,0
UK005279,Udham Singh Nagar,Farmer_5279,1.8,Wheat,3,1,Verified,12900,2024-08,0
UK005280,Udham Singh Nagar,Farmer_5280,1.7,Potato,3,1,Verified,14100,2024-06,0
UK005281,Udham Singh Nagar,Farmer_5281,1.3,Potato,3,1,Verified,12000,2024-06,0
UK005282,Udham Singh Nagar,Farmer_5282,1.57,Soybean,3,1,Verified,15000,2024-12,0
UK005283,Udham Singh Nagar,Farmer_5283,0.96,Soybean,3,1,Pending,11000,2024-12,0
UK005284,Udham Singh Nagar,Farmer_5284,1.19,Maize,3,1,Verified,10800,2024-06,0
UK005285,Udham Singh Nagar,Farmer_5285,1.36,Rice,3,1,Pending,13000,2024-09,0
UK005286,Udham Singh Nagar,Farmer_5286,1.27,Maize,3,1,Pending,13600,2024-12,0
UK005287,Udham Singh Nagar,Farmer_5287,1.58,Soybean,3,1,Verified,14900,2024-07,0
UK005288,Udham Singh Nagar,Farmer_5288,1.74,Potato,3,1,Verified,15400,2024-06,0
UK005289,Udham Singh Nagar,Farmer_5289,1.35,Rice,3,1,Verified,14300,2024-11,0
UK005290,Udham Singh Nagar,Farmer_5290,1.15,Potato,3,1,Verified,10600,2024-08,0
UK005291,Udham Singh Nagar,Farmer_5291,1.35,Wheat,3,1,Verified,10800,2024-11,0
UK005292,Udham Singh Nagar,Farmer_5292,1.45,Wheat,3,1,Verified,13200,2024-06,0
UK005293,Udham Singh Nagar,Farmer_5293,1.24,Wheat,3,1,Verified,13000,2024-06,0
UK005294,Udham Singh Nagar,Farmer_5294,1.17,Wheat,3,1,Verified,12900,2024-05,0
UK005295,Udham Singh Nagar,Farmer_5295,1.12,Rice,3,1,Verified,11100,2024-10,0
UK005296,Udham Singh Nagar,Farmer_5296,1.88,Maize,3,1,Verified,12600,2024-05,0
UK005297,Udham Singh Nagar,Farmer_5297,1.19,Soybean,3,0,Pending,12700,2024-09,0
UK005298,Udham Singh Nagar,Farmer_5298,1.37,Maize,3,1,Verified,13500,2024-10,0
UK005299,Udham Singh Nagar,Farmer_5299,1.3,Wheat,3,1,Verified,13900,2024-07,0
UK005300,Udham Singh Nagar,Farmer_5300,1.45,Soybean,3,1,Verified,14700,2024-12,0
UK005301,Udham Singh Nagar,Farmer_5301,1.25,Mustard,3,1,Verified,10600,2024-07,0
UK005302,Udham Singh Nagar,Farmer_5302,0.72,Soybean,3,1,Pending,11800,2024-06,0
UK005303,Udham Singh Nagar,Farmer_5303,0.95,Lentil,3,1,Verified,12300,2024-04,0
UK005304,Udham Singh Nagar,Farmer_5304,1.22,Apple,3,1,Verified,14000,2024-11,0
UK005305,Udham Singh Nagar,Farmer_5305,1.49,Potato,3,1,Verified,12600,2024-12,0
UK005306,Udham Singh Nagar,Farmer_5306,1.52,Soybean,3,1,Verified,11700,2024-04,0
UK005307,Udham Singh Nagar,Farmer_5307,1.51,Soybean,3,1,Verified,11400,2024-06,0
UK005308,Udham Singh Nagar,Farmer_5308,1.47,Rice,3,1,Verified,11400,2024-06,0
UK005309,Udham Singh Nagar,Farmer_5309,1.53,Apple,3,1,Verified,12300,2024-06,0
UK005310,Udham Singh Nagar,Farmer_5310,1.63,Soybean,3,1,Verified,15100,2024-04,0
UK005311,Udham Singh Nagar,Farmer_5311,1.55,Apple,3,1,Verified,12100,2024-12,0
UK005312,Udham Singh Nagar,Farmer_5312,0.96,Apple,3,1,Pending,12900,2024-12,0
UK005313,Udham Singh Nagar,Farmer_5313,1.24,Lentil,3,1,Verified,13500,2024-07,0
UK005314,Udham Singh Nagar,Farmer_5314,1.42,Rice,3,1,Verified,13400,2024-08,0
UK005315,Udham Singh Nagar,Farmer_5315,1.53,Soybean,3,0,Rejected,14100,2024-08,0
UK005316,Udham Singh Nagar,Farmer_5316,1.14,Potato,3,1,Verified,11300,2024-06,0
UK005317,Udham Singh Nagar,Farmer_5317,1.45,Maize,3,1,Verified,11600,2024-10,0
UK005318,Udham Singh Nagar,Farmer_5318,1.01,Mustard,3,1,Verified,10400,2024-05,0
UK005319,Udham Singh Nagar,Farmer_5319,1.93,Soybean,3,1,Verified,13600,2024-11,0
UK005320,Udham Singh Nagar,Farmer_5320,1.11,Lentil,3,1,Pending,11800,2024-11,0
UK005321,Udham Singh Nagar,Farmer_5321,1.38,Apple,3,1,Verified,13300,2024-08,0
UK005322,Udham Singh Nagar,Farmer_5322,1.5,Soybean,3,1,Verified,13700,2024-06,0
UK005323,Udham Singh Nagar,Farmer_5323,1.22,Lentil,3,1,Verified,11200,2024-08,0
UK005324,Udham Singh Nagar,Farmer_5324,1.39,Wheat,3,1,Verified,13300,2024-06,0
UK005325,Udham Singh Nagar,Farmer_5325,1.31,Wheat,3,1,Verified,11200,2024-08,0
UK005326,Udham Singh Nagar,Farmer_5326,1.12,Lentil,3,1,Verified,12400,2024-04,0
UK005327,Udham Singh Nagar,Farmer_5327,1.27,Rice,3,1,Verified,13200,2024-10,0
UK005328,Udham Singh Nagar,Farmer_5328,1.29,Soybean,3,1,Verified,11100,2024-10,0
UK005329,Udham Singh Nagar,Farmer_5329,0.98,Maize,3,1,Verified,11000,2024-06,0
UK005330,Udham Singh Nagar,Farmer_5330,1.52,Wheat,3,1,Verified,13000,2024-07,0
UK005331,Udham Singh Nagar,Farmer_5331,1.7,Potato,3,1,Verified,15700,2024-04,0
UK005332,Udham Singh Nagar,Farmer_5332,1.44,Maize,3,1,Verified,12000,2024-11,0
UK005333,Udham Singh Nagar,Farmer_5333,1.51,Maize,3,0,Pending,12500,2024-10,0
UK005334,Udham Singh Nagar,Farmer_5334,1.48,Apple,3,1,Verified,13500,2024-10,0
UK005335,Udham Singh Nagar,Farmer_5335,1.56,Potato,3,1,Verified,15100,2024-06,0
UK005336,Udham Singh Nagar,Farmer_5336,1.06,Mustard,3,1,Verified,12100,2024-09,0
UK005337,Udham Singh Nagar,Farmer_5337,1.24,Maize,3,0,Rejected,12600,2024-06,0
UK005338,Udham Singh Nagar,Farmer_5338,1.74,Apple,3,1,Verified,14900,2024-10,0
UK005339,Udham Singh Nagar,Farmer_5339,1.02,Rice,3,1,Pending,10700,2024-09,0
UK005340,Udham Singh Nagar,Farmer_5340,1.33,Maize,3,1,Verified,13700,2024-10,0
UK005341,Udham Singh Nagar,Farmer_5341,1.17,Mustard,3,1,Verified,11500,2024-10,0
UK005342,Udham Singh Nagar,Farmer_5342,1.68,Mustard,3,1,Verified,14300,2024-06,0
UK005343,Udham Singh Nagar,Farmer_5343,1.95,Wheat,3,1,Verified,13900,2024-10,0
UK005344,Udham Singh Nagar,Farmer_5344,1.46,Rice,3,1,Verified,12300,2024-08,0
UK005345,Udham Singh Nagar,Farmer_5345,0.82,Apple,3,1,Verified,10100,2024-09,0
UK005346,Udham Singh Nagar,Farmer_5346,1.33,Potato,3,0,Pending,13200,2024-06,0
UK005347,Udham Singh Nagar,Farmer_5347,0.97,Wheat,3,1,Verified,11200,2024-10,0
UK005348,Udham Singh Nagar,Farmer_5348,1.07,Potato,3,1,Verified,12200,2024-07,0
UK005349,Udham Singh Nagar,Farmer_5349,1.34,Wheat,3,1,Verified,12000,2024-08,0
UK005350,Udham Singh Nagar,Farmer_5350,1.62,Maize,3,1,Verified,12300,2024-09,0
UK005351,Udham Singh Nagar,Farmer_5351,1.22,Mustard,3,1,Verified,13500,2024-07,0
UK005352,Udham Singh Nagar,Farmer_5352,1.09,Rice,3,1,Verified,10900,2024-07,0
UK005353,Udham Singh Nagar,Farmer_5353,1.33,Mustard,3,0,Pending,11400,2024-04,0
UK005354,Udham Singh Nagar,Farmer_5354,1.53,Maize,3,1,Verified,12500,2024-06,0
UK005355,Udham Singh Nagar,Farmer_5355,1.29,Apple,3,1,Verified,13300,2024-07,0
UK005356,Udham Singh Nagar,Farmer_5356,1.65,Wheat,3,1,Verified,12700,2024-07,0
UK005357,Udham Singh Nagar,Farmer_5357,1.52,Maize,3,1,Verified,14600,2024-07,0
UK005358,Udham Singh Nagar,Farmer_5358,1.17,Wheat,3,1,Verified,12900,2024-11,0
UK005359,Udham Singh Nagar,Farmer_5359,1.11,Soybean,3,1,Verified,13000,2024-04,0
UK005360,Udham Singh Nagar,Farmer_5360,1.54,Potato,3,0,Pending,12500,2024-04,0
UK005361,Udham Singh Nagar,Farmer_5361,1.22,Apple,3,1,Verified,11600,2024-10,0
UK005362,Udham Singh Nagar,Farmer_5362,1.11,Maize,3,1,Verified,13000,2024-09,0
UK005363,Udham Singh Nagar,Farmer_5363,1.42,Wheat,3,1,Verified,14000,2024-11,0
UK005364,Udham Singh Nagar,Farmer_5364,1.43,Rice,3,1,Verified,14300,2024-07,0
UK005365,Udham Singh Nagar,Farmer_5365,1.71,Apple,3,1,Verified,14900,2024-07,0
UK005366,Udham Singh Nagar,Farmer_5366,0.94,Potato,3,1,Verified,11700,2024-05,0
